"DEPARTMENT","Time.to.resolution","month","year","area","year.mo"
"GROUNDS",106,9,2021,"W",202109
"SANITATION",12,9,2021,"LSU",202109
"SANITATION",4,9,2021,"W",202109
"SANITATION",14,9,2021,"N",202109
"SANITATION",1,9,2021,"N",202109
"SANITATION",0,9,2021,"LSU",202109
"SANITATION",0,2,2022,"W",202202
"GROUNDS",97,9,2021,"W",202109
"SANITATION",0,2,2022,"W",202202
"SANITATION",1,2,2022,"N",202202
"SANITATION",1,2,2022,"W",202202
"SANITATION",1,2,2022,"W",202202
"SANITATION",3,2,2022,"D",202202
"SANITATION",5,2,2022,"W",202202
"SANITATION",2,2,2022,"LSU",202202
"SANITATION",3,2,2022,"W",202202
"SANITATION",0,2,2022,"LSU",202202
"GROUNDS",5,2,2022,"D",202202
"SANITATION",1,11,2021,"W",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",0,11,2021,"W",202111
"GROUNDS",76,11,2021,"W",202111
"GROUNDS",90,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",0,11,2021,"N",202111
"SANITATION",3,11,2021,"LSU",202111
"GROUNDS",22,11,2021,"W",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"GROUNDS",79,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",7,11,2021,"N",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",5,11,2021,"W",202111
"SANITATION",0,2,2022,"W",202202
"SANITATION",0,11,2021,"D",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",0,11,2021,"N",202111
"GROUNDS",89,11,2021,"W",202111
"SANITATION",2,11,2021,"N",202111
"GROUNDS",46,11,2021,"D",202111
"GROUNDS",70,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"N",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",0,11,2021,"N",202111
"GROUNDS",11,2,2022,"W",202202
"SANITATION",1,11,2021,"D",202111
"SANITATION",0,11,2021,"W",202111
"GROUNDS",101,11,2021,"W",202111
"GROUNDS",3,2,2022,"D",202202
"SANITATION",4,2,2022,"LSU",202202
"GROUNDS",5,2,2022,"LSU",202202
"GROUNDS",195,5,2021,"D",202105
"GROUNDS",194,5,2021,"D",202105
"GROUNDS",175,6,2021,"W",202106
"GROUNDS",169,6,2021,"D",202106
"GROUNDS",160,6,2021,"W",202106
"GROUNDS",145,7,2021,"D",202107
"GROUNDS",140,7,2021,"LSU",202107
"GROUNDS",111,8,2021,"D",202108
"GROUNDS",89,8,2021,"W",202108
"GROUNDS",85,8,2021,"N",202108
"GROUNDS",69,9,2021,"W",202109
"GROUNDS",69,9,2021,"W",202109
"GROUNDS",63,9,2021,"D",202109
"GROUNDS",60,9,2021,"D",202109
"GROUNDS",54,10,2021,"D",202110
"GROUNDS",53,10,2021,"LSU",202110
"GROUNDS",40,10,2021,"LSU",202110
"GROUNDS",41,10,2021,"W",202110
"GROUNDS",36,10,2021,"W",202110
"GROUNDS",28,10,2021,"LSU",202110
"GROUNDS",26,10,2021,"LSU",202110
"SANITATION",6,11,2021,"N",202111
"SANITATION",4,11,2021,"N",202111
"SANITATION",3,11,2021,"D",202111
"SANITATION",3,11,2021,"D",202111
"SANITATION",3,11,2021,"W",202111
"SANITATION",3,11,2021,"W",202111
"GROUNDS",51,11,2021,"W",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",0,11,2021,"N",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",2,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",2,11,2021,"W",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",2,11,2021,"W",202111
"SANITATION",2,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",1,11,2021,"LSU",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",8,11,2021,"LSU",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",7,11,2021,"D",202111
"SANITATION",7,11,2021,"LSU",202111
"SANITATION",4,11,2021,"LSU",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",2,11,2021,"LSU",202111
"SANITATION",5,11,2021,"W",202111
"GROUNDS",60,11,2021,"W",202111
"GROUNDS",85,11,2021,"W",202111
"GROUNDS",19,11,2021,"W",202111
"SANITATION",2,11,2021,"LSU",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",0,11,2021,"D",202111
"GROUNDS",8,11,2021,"N",202111
"SANITATION",1,11,2021,"N",202111
"SANITATION",4,11,2021,"D",202111
"SANITATION",3,11,2021,"D",202111
"SANITATION",2,11,2021,"D",202111
"SANITATION",3,11,2021,"D",202111
"GROUNDS",16,11,2021,"W",202111
"GROUNDS",20,11,2021,"W",202111
"SANITATION",2,11,2021,"N",202111
"SANITATION",2,11,2021,"W",202111
"GROUNDS",20,11,2021,"W",202111
"GROUNDS",20,11,2021,"W",202111
"SANITATION",4,2,2022,"D",202202
"SANITATION",2,2,2022,"W",202202
"SANITATION",3,2,2022,"W",202202
"SANITATION",3,2,2022,"W",202202
"SANITATION",3,2,2022,"W",202202
"SANITATION",3,2,2022,"W",202202
"GROUNDS",11,2,2022,"W",202202
"SANITATION",2,2,2022,"W",202202
"SANITATION",0,2,2022,"N",202202
"GROUNDS",12,11,2021,"N",202111
"GROUNDS",17,11,2021,"W",202111
"GROUNDS",17,11,2021,"W",202111
"GROUNDS",43,11,2021,"W",202111
"GROUNDS",15,11,2021,"D",202111
"GROUNDS",17,11,2021,"W",202111
"SANITATION",4,11,2021,"W",202111
"GROUNDS",15,11,2021,"D",202111
"GROUNDS",17,11,2021,"W",202111
"SANITATION",3,11,2021,"N",202111
"SANITATION",1,11,2021,"LSU",202111
"SANITATION",1,11,2021,"LSU",202111
"GROUNDS",12,11,2021,"N",202111
"SANITATION",0,2,2022,"D",202202
"SANITATION",1,2,2022,"W",202202
"BLIGHT",0,11,2021,"W",202111
"GROUNDS",30,11,2021,"W",202111
"GROUNDS",8,2,2022,"D",202202
"SANITATION",0,2,2022,"D",202202
"GROUNDS",24,11,2021,"D",202111
"SANITATION",2,2,2022,"W",202202
"SANITATION",1,2,2022,"W",202202
"SANITATION",0,2,2022,"N",202202
"SANITATION",2,2,2022,"W",202202
"SANITATION",0,2,2022,"W",202202
"SANITATION",0,2,2022,"W",202202
"SANITATION",0,2,2022,"D",202202
"SANITATION",1,2,2022,"LSU",202202
"GROUNDS",8,2,2022,"D",202202
"SANITATION",0,2,2022,"D",202202
"SANITATION",0,11,2021,"W",202111
"GROUNDS",342,12,2020,"LSU",202012
"GROUNDS",202,5,2021,"LSU",202105
"GROUNDS",193,5,2021,"D",202105
"GROUNDS",188,5,2021,"LSU",202105
"GROUNDS",160,6,2021,"LSU",202106
"GROUNDS",157,6,2021,"LSU",202106
"SANITATION",1,3,2022,"N",202203
"GROUNDS",109,8,2021,"D",202108
"GROUNDS",108,8,2021,"LSU",202108
"GROUNDS",73,9,2021,"LSU",202109
"GROUNDS",59,10,2021,"LSU",202110
"SANITATION",6,11,2021,"N",202111
"SANITATION",4,11,2021,"W",202111
"SANITATION",5,11,2021,"N",202111
"SANITATION",6,11,2021,"W",202111
"SANITATION",4,11,2021,"W",202111
"SANITATION",3,11,2021,"LSU",202111
"SANITATION",7,11,2021,"LSU",202111
"SANITATION",2,11,2021,"LSU",202111
"SANITATION",3,11,2021,"W",202111
"SANITATION",3,11,2021,"LSU",202111
"SANITATION",1,11,2021,"LSU",202111
"SANITATION",4,11,2021,"N",202111
"GROUNDS",262,6,2021,"W",202106
"SANITATION",0,11,2021,"W",202111
"GROUNDS",181,9,2021,"W",202109
"GROUNDS",158,9,2021,"W",202109
"SANITATION",0,11,2021,"W",202111
"SANITATION",1,11,2021,"W",202111
"GROUNDS",14,11,2021,"D",202111
"SANITATION",0,11,2021,"N",202111
"SANITATION",11,11,2021,"N",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"N",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",1,2,2022,"N",202202
"SANITATION",3,11,2021,"D",202111
"GROUNDS",12,11,2021,"D",202111
"SANITATION",1,11,2021,"N",202111
"SANITATION",2,2,2022,"N",202202
"SANITATION",2,11,2021,"LSU",202111
"SANITATION",0,11,2021,"N",202111
"GROUNDS",83,11,2021,"W",202111
"GROUNDS",93,11,2021,"D",202111
"SANITATION",2,2,2022,"W",202202
"SANITATION",2,2,2022,"D",202202
"SANITATION",0,11,2021,"D",202111
"SANITATION",1,11,2021,"LSU",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",0,11,2021,"D",202111
"GROUNDS",7,11,2021,"D",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"N",202111
"GROUNDS",16,11,2021,"W",202111
"SANITATION",1,3,2022,"LSU",202203
"SANITATION",3,11,2021,"W",202111
"SANITATION",1,3,2022,"D",202203
"SANITATION",1,3,2022,"LSU",202203
"SANITATION",1,11,2021,"N",202111
"SANITATION",0,11,2021,"D",202111
"GROUNDS",14,11,2021,"D",202111
"SANITATION",1,3,2022,"W",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",0,11,2021,"D",202111
"GROUNDS",70,11,2021,"W",202111
"GROUNDS",83,11,2021,"W",202111
"SANITATION",0,11,2021,"N",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",3,11,2021,"D",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"GROUNDS",70,11,2021,"W",202111
"SANITATION",0,11,2021,"N",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",2,11,2021,"W",202111
"GROUNDS",44,11,2021,"W",202111
"GROUNDS",70,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,3,2022,"LSU",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",5,3,2022,"W",202203
"SANITATION",0,3,2022,"D",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",4,3,2022,"W",202203
"SANITATION",4,3,2022,"W",202203
"SANITATION",90,9,2021,"W",202109
"GROUNDS",120,8,2021,"W",202108
"GROUNDS",54,10,2021,"LSU",202110
"GROUNDS",47,10,2021,"LSU",202110
"GROUNDS",44,10,2021,"LSU",202110
"SANITATION",7,11,2021,"N",202111
"SANITATION",2,11,2021,"W",202111
"SANITATION",1,11,2021,"N",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",17,11,2021,"N",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",0,11,2021,"LSU",202111
"SANITATION",0,11,2021,"N",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"W",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",3,11,2021,"D",202111
"SANITATION",1,11,2021,"W",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",3,11,2021,"D",202111
"SANITATION",1,11,2021,"D",202111
"SANITATION",0,11,2021,"D",202111
"SANITATION",5,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",2,12,2021,"W",202112
"GROUNDS",20,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"GROUNDS",5,12,2021,"W",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",0,12,2021,"LSU",202112
"GROUNDS",13,12,2021,"W",202112
"GROUNDS",93,11,2021,"D",202111
"SANITATION",2,3,2022,"W",202203
"SANITATION",0,12,2021,"D",202112
"SANITATION",1,3,2022,"N",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",1,3,2022,"N",202203
"GROUNDS",7,12,2021,"D",202112
"SANITATION",0,3,2022,"W",202203
"SANITATION",1,3,2022,"D",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",1,3,2022,"D",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",6,3,2022,"W",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",0,3,2022,"D",202203
"GROUNDS",5,3,2022,"N",202203
"GROUNDS",389,11,2020,"D",202011
"GROUNDS",316,1,2021,"D",202101
"GROUNDS",311,1,2021,"D",202101
"GROUNDS",288,2,2021,"D",202102
"GROUNDS",227,4,2021,"D",202104
"GROUNDS",217,4,2021,"D",202104
"GROUNDS",196,5,2021,"D",202105
"GROUNDS",190,5,2021,"D",202105
"GROUNDS",188,5,2021,"LSU",202105
"GROUNDS",187,5,2021,"D",202105
"GROUNDS",180,6,2021,"LSU",202106
"GROUNDS",181,6,2021,"D",202106
"GROUNDS",167,6,2021,"D",202106
"GROUNDS",163,6,2021,"W",202106
"GROUNDS",163,6,2021,"W",202106
"GROUNDS",159,6,2021,"W",202106
"GROUNDS",117,8,2021,"W",202108
"GROUNDS",111,8,2021,"W",202108
"GROUNDS",111,8,2021,"W",202108
"GROUNDS",108,8,2021,"W",202108
"GROUNDS",100,8,2021,"D",202108
"GROUNDS",97,8,2021,"LSU",202108
"GROUNDS",91,9,2021,"W",202109
"GROUNDS",112,9,2021,"W",202109
"GROUNDS",76,9,2021,"W",202109
"GROUNDS",76,9,2021,"W",202109
"GROUNDS",76,9,2021,"W",202109
"GROUNDS",48,10,2021,"W",202110
"SANITATION",3,11,2021,"W",202111
"SANITATION",3,11,2021,"N",202111
"SANITATION",3,11,2021,"D",202111
"SANITATION",2,11,2021,"W",202111
"SANITATION",1,12,2021,"N",202112
"SANITATION",0,12,2021,"LSU",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",1,12,2021,"LSU",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",1,12,2021,"N",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"N",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",1,12,2021,"N",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",1,12,2021,"N",202112
"SANITATION",1,12,2021,"D",202112
"GROUNDS",8,12,2021,"D",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",4,12,2021,"LSU",202112
"SANITATION",0,12,2021,"D",202112
"GROUNDS",40,12,2021,"N",202112
"GROUNDS",59,12,2021,"W",202112
"SANITATION",0,12,2021,"LSU",202112
"GROUNDS",10,12,2021,"D",202112
"GROUNDS",40,12,2021,"D",202112
"GROUNDS",10,12,2021,"D",202112
"GROUNDS",10,12,2021,"D",202112
"SANITATION",4,12,2021,"D",202112
"GROUNDS",10,12,2021,"LSU",202112
"SANITATION",0,12,2021,"N",202112
"SANITATION",3,12,2021,"W",202112
"SANITATION",4,12,2021,"LSU",202112
"GROUNDS",101,11,2021,"W",202111
"SANITATION",1,3,2022,"N",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",1,3,2022,"D",202203
"SANITATION",1,3,2022,"LSU",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",2,3,2022,"W",202203
"SANITATION",2,3,2022,"W",202203
"SANITATION",0,3,2022,"D",202203
"SANITATION",2,3,2022,"W",202203
"SANITATION",4,3,2022,"D",202203
"SANITATION",3,3,2022,"W",202203
"GROUNDS",221,4,2021,"N",202104
"GROUNDS",44,10,2021,"LSU",202110
"SANITATION",3,11,2021,"D",202111
"SANITATION",1,12,2021,"D",202112
"SANITATION",1,12,2021,"D",202112
"SANITATION",1,12,2021,"D",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",49,12,2021,"N",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",0,12,2021,"LSU",202112
"SANITATION",1,12,2021,"LSU",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",4,12,2021,"W",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",0,12,2021,"N",202112
"SANITATION",1,12,2021,"N",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",1,12,2021,"N",202112
"SANITATION",0,12,2021,"N",202112
"SANITATION",1,12,2021,"N",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",3,12,2021,"W",202112
"SANITATION",4,12,2021,"D",202112
"SANITATION",4,12,2021,"D",202112
"SANITATION",2,12,2021,"W",202112
"GROUNDS",67,12,2021,"W",202112
"GROUNDS",52,12,2021,"D",202112
"GROUNDS",65,12,2021,"W",202112
"SANITATION",5,12,2021,"D",202112
"SANITATION",3,12,2021,"W",202112
"SANITATION",4,12,2021,"W",202112
"SANITATION",4,12,2021,"W",202112
"SANITATION",3,3,2022,"W",202203
"SANITATION",3,12,2021,"D",202112
"SANITATION",0,12,2021,"LSU",202112
"SANITATION",2,12,2021,"LSU",202112
"GROUNDS",10,12,2021,"W",202112
"SANITATION",2,12,2021,"W",202112
"GROUNDS",605,4,2020,"W",202004
"SANITATION",5,12,2021,"LSU",202112
"SANITATION",4,12,2021,"W",202112
"SANITATION",4,12,2021,"W",202112
"SANITATION",2,12,2021,"LSU",202112
"SANITATION",2,12,2021,"W",202112
"SANITATION",2,12,2021,"N",202112
"SANITATION",2,12,2021,"W",202112
"SANITATION",3,12,2021,"W",202112
"SANITATION",3,12,2021,"D",202112
"SANITATION",3,12,2021,"D",202112
"SANITATION",3,12,2021,"W",202112
"SANITATION",3,12,2021,"N",202112
"SANITATION",3,12,2021,"W",202112
"SANITATION",2,12,2021,"LSU",202112
"SANITATION",3,12,2021,"W",202112
"SANITATION",3,12,2021,"N",202112
"SANITATION",2,12,2021,"W",202112
"GROUNDS",76,12,2021,"W",202112
"GROUNDS",87,12,2021,"LSU",202112
"GROUNDS",8,12,2021,"W",202112
"GROUNDS",59,12,2021,"W",202112
"GROUNDS",10,12,2021,"W",202112
"SANITATION",2,12,2021,"D",202112
"SANITATION",3,12,2021,"W",202112
"GROUNDS",29,12,2021,"N",202112
"SANITATION",1,12,2021,"D",202112
"SANITATION",0,12,2021,"W",202112
"GROUNDS",6,12,2021,"D",202112
"GROUNDS",9,12,2021,"LSU",202112
"GROUNDS",8,12,2021,"W",202112
"GROUNDS",59,12,2021,"W",202112
"GROUNDS",3,12,2021,"N",202112
"SANITATION",7,12,2021,"LSU",202112
"GROUNDS",87,12,2021,"D",202112
"GROUNDS",8,12,2021,"W",202112
"GROUNDS",16,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"GROUNDS",8,12,2021,"W",202112
"GROUNDS",15,12,2021,"W",202112
"SANITATION",3,3,2022,"D",202203
"SANITATION",0,12,2021,"LSU",202112
"SANITATION",22,12,2021,"W",202112
"GROUNDS",10,12,2021,"W",202112
"GROUNDS",76,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"GROUNDS",6,12,2021,"D",202112
"SANITATION",3,3,2022,"D",202203
"SANITATION",3,3,2022,"D",202203
"SANITATION",3,3,2022,"W",202203
"SANITATION",2,3,2022,"D",202203
"SANITATION",1,3,2022,"D",202203
"SANITATION",1,3,2022,"D",202203
"SANITATION",2,3,2022,"W",202203
"GROUNDS",0,3,2022,"W",202203
"SANITATION",2,3,2022,"W",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",0,12,2021,"LSU",202112
"SANITATION",0,3,2022,"D",202203
"SANITATION",0,3,2022,"D",202203
"GROUNDS",151,7,2021,"D",202107
"GROUNDS",144,7,2021,"D",202107
"GROUNDS",115,8,2021,"D",202108
"GROUNDS",100,8,2021,"W",202108
"GROUNDS",91,9,2021,"W",202109
"GROUNDS",84,9,2021,"W",202109
"GROUNDS",63,10,2021,"W",202110
"SANITATION",3,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",7,12,2021,"D",202112
"GROUNDS",0,12,2021,"N",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",0,12,2021,"LSU",202112
"SANITATION",0,12,2021,"N",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",1,12,2021,"D",202112
"SANITATION",9,12,2021,"D",202112
"SANITATION",1,12,2021,"LSU",202112
"SANITATION",8,12,2021,"W",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",0,12,2021,"LSU",202112
"GROUNDS",1,3,2022,"LSU",202203
"GROUNDS",0,12,2021,"D",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",2,12,2021,"LSU",202112
"SANITATION",2,12,2021,"W",202112
"SANITATION",5,12,2021,"LSU",202112
"SANITATION",2,12,2021,"LSU",202112
"SANITATION",0,12,2021,"N",202112
"SANITATION",2,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"LSU",202112
"SANITATION",2,12,2021,"LSU",202112
"SANITATION",5,12,2021,"W",202112
"SANITATION",6,12,2021,"W",202112
"SANITATION",5,3,2022,"W",202203
"SANITATION",3,3,2022,"N",202203
"SANITATION",4,3,2022,"W",202203
"SANITATION",1,3,2022,"LSU",202203
"SANITATION",1,3,2022,"D",202203
"GROUNDS",1,3,2022,"N",202203
"GROUNDS",0,3,2022,"D",202203
"SANITATION",0,3,2022,"D",202203
"SANITATION",0,3,2022,"LSU",202203
"SANITATION",1,3,2022,"D",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",1,3,2022,"D",202203
"GROUNDS",1,3,2022,"LSU",202203
"SANITATION",1,3,2022,"LSU",202203
"SANITATION",118,8,2021,"W",202108
"SANITATION",108,8,2021,"W",202108
"SANITATION",109,8,2021,"W",202108
"SANITATION",102,8,2021,"W",202108
"SANITATION",99,8,2021,"W",202108
"SANITATION",99,8,2021,"W",202108
"SANITATION",91,9,2021,"W",202109
"SANITATION",1,3,2022,"D",202203
"SANITATION",84,9,2021,"W",202109
"SANITATION",84,9,2021,"W",202109
"SANITATION",1,3,2022,"W",202203
"SANITATION",4,12,2021,"W",202112
"SANITATION",1,3,2022,"N",202203
"SANITATION",1,3,2022,"LSU",202203
"SANITATION",2,12,2021,"W",202112
"SANITATION",2,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"D",202112
"SANITATION",8,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"GROUNDS",0,12,2021,"N",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",1,3,2022,"LSU",202203
"SANITATION",1,12,2021,"W",202112
"SANITATION",0,12,2021,"LSU",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,3,2022,"LSU",202203
"SANITATION",0,12,2021,"W",202112
"SANITATION",4,12,2021,"D",202112
"SANITATION",1,12,2021,"LSU",202112
"GROUNDS",46,12,2021,"W",202112
"SANITATION",0,3,2022,"LSU",202203
"SANITATION",1,12,2021,"N",202112
"GROUNDS",53,12,2021,"W",202112
"SANITATION",0,3,2022,"D",202203
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"GROUNDS",4,12,2021,"D",202112
"SANITATION",1,12,2021,"W",202112
"SANITATION",1,12,2021,"N",202112
"SANITATION",4,12,2021,"W",202112
"GROUNDS",0,3,2022,"D",202203
"SANITATION",0,3,2022,"N",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",5,12,2021,"D",202112
"GROUNDS",537,6,2020,"LSU",202006
"GROUNDS",366,12,2020,"D",202012
"GROUNDS",244,4,2021,"D",202104
"GROUNDS",205,5,2021,"W",202105
"GROUNDS",184,6,2021,"W",202106
"GROUNDS",138,7,2021,"W",202107
"GROUNDS",126,8,2021,"D",202108
"GROUNDS",122,8,2021,"W",202108
"GROUNDS",114,8,2021,"D",202108
"GROUNDS",111,8,2021,"W",202108
"GROUNDS",111,8,2021,"D",202108
"GROUNDS",87,9,2021,"W",202109
"GROUNDS",76,9,2021,"LSU",202109
"SANITATION",2,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"N",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",0,12,2021,"LSU",202112
"SANITATION",3,12,2021,"D",202112
"SANITATION",0,12,2021,"N",202112
"SANITATION",0,12,2021,"W",202112
"SANITATION",4,12,2021,"W",202112
"GROUNDS",52,12,2021,"W",202112
"GROUNDS",26,12,2021,"N",202112
"SANITATION",4,12,2021,"N",202112
"SANITATION",4,12,2021,"W",202112
"GROUNDS",3,12,2021,"LSU",202112
"SANITATION",4,12,2021,"N",202112
"GROUNDS",127,8,2021,"W",202108
"SANITATION",3,12,2021,"D",202112
"SANITATION",0,12,2021,"N",202112
"SANITATION",4,12,2021,"LSU",202112
"GROUNDS",230,7,2021,"D",202107
"GROUNDS",13,2,2022,"W",202202
"SANITATION",1,3,2022,"W",202203
"SANITATION",1,3,2022,"LSU",202203
"SANITATION",0,3,2022,"LSU",202203
"SANITATION",0,3,2022,"N",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",0,3,2022,"LSU",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",0,3,2022,"W",202203
"SANITATION",0,3,2022,"LSU",202203
"SANITATION",1,3,2022,"W",202203
"SANITATION",1,3,2022,"W",202203
"GROUNDS",206,5,2021,"W",202105
"GROUNDS",174,6,2021,"W",202106
"GROUNDS",143,7,2021,"W",202107
"GROUNDS",139,7,2021,"W",202107
"GROUNDS",130,8,2021,"W",202108
"GROUNDS",128,8,2021,"W",202108
"GROUNDS",122,8,2021,"W",202108
"SANITATION",1,3,2022,"LSU",202203
"GROUNDS",81,9,2021,"W",202109
"GROUNDS",70,10,2021,"W",202110
"GROUNDS",51,10,2021,"W",202110
"SANITATION",1,12,2021,"LSU",202112
"SANITATION",0,12,2021,"W",202112
