"Time.to.resolution","DEPARTMENT","area","TYPEid","month","year"
8,"SANITATION","D",173024,6,3
8,"SANITATION","W",173024,6,3
10,"SANITATION","D",173024,6,3
10,"SANITATION","N",173024,6,3
7,"SANITATION","W",173024,6,3
10,"SANITATION","D",173024,6,3
7,"SANITATION","D",173024,6,3
10,"SANITATION","D",173024,6,3
1,"SANITATION","D",173024,6,3
7,"SANITATION","D",173024,6,3
9,"SANITATION","N",173024,6,3
7,"SANITATION","W",173024,6,3
8,"SANITATION","D",173024,6,3
9,"SANITATION","D",173024,6,3
6,"SANITATION","D",173024,6,3
8,"SANITATION","N",173024,6,3
8,"SANITATION","N",173024,6,3
4,"SANITATION","W",173024,6,3
3,"SANITATION","W",173026,6,3
4,"SANITATION","W",173024,6,3
3,"SANITATION","W",173024,6,3
4,"SANITATION","W",173024,6,3
4,"SANITATION","W",173024,6,3
4,"SANITATION","W",173024,6,3
7,"SANITATION","N",173027,6,3
2,"SANITATION","W",173024,6,3
5,"SANITATION","D",173024,6,3
8,"GROUNDS","W",174362,6,3
1,"SANITATION","W",173027,6,3
2,"SANITATION","W",173024,6,3
2,"SANITATION","D",173024,6,3
2,"SANITATION","W",173024,6,3
2,"SANITATION","LSU",173024,6,3
1,"SANITATION","D",173024,6,3
4,"SANITATION","LSU",173024,6,3
3,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
3,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
5,"SANITATION","N",173024,6,3
1,"SANITATION","W",173024,6,3
4,"SANITATION","D",173027,6,3
4,"SANITATION","W",173027,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","N",173024,6,3
1,"SANITATION","D",173024,6,3
4,"SANITATION","LSU",173024,6,3
4,"SANITATION","N",173024,6,3
1,"SANITATION","LSU",173024,6,3
3,"SANITATION","W",173027,6,3
2,"SANITATION","W",173024,6,3
3,"SANITATION","W",173024,6,3
3,"SANITATION","W",173027,6,3
1,"SANITATION","N",173024,6,3
1,"SANITATION","N",173024,6,3
2,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","D",173024,6,3
2,"SANITATION","D",173024,6,3
2,"SANITATION","LSU",173027,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","W",173024,6,3
2,"SANITATION","N",173024,6,3
4,"GROUNDS","D",174362,6,3
1,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","W",173027,6,3
3,"SANITATION","N",173027,6,3
1,"SANITATION","LSU",173024,6,3
1,"SANITATION","N",173024,6,3
1,"SANITATION","D",173024,6,3
16,"GROUNDS","W",174362,6,3
4,"GROUNDS","D",174362,6,3
1,"SANITATION","N",173024,6,3
2,"SANITATION","D",173024,6,3
3,"SANITATION","LSU",173024,6,3
9,"SANITATION","N",173024,6,3
1,"SANITATION","W",173024,6,3
14,"SANITATION","N",173027,6,3
1,"SANITATION","W",173027,6,3
7,"SANITATION","W",173024,6,3
17,"GROUNDS","W",174362,6,3
7,"SANITATION","LSU",173024,6,3
1,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","W",173024,6,3
2,"SANITATION","LSU",173024,6,3
1,"SANITATION","D",173024,6,3
6,"SANITATION","W",173024,6,3
5,"SANITATION","W",173024,6,3
3,"SANITATION","W",173027,6,3
5,"SANITATION","D",173024,6,3
5,"SANITATION","W",173024,6,3
7,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
2,"SANITATION","D",427105,6,3
14,"SANITATION","N",173024,7,3
2,"SANITATION","W",173024,7,3
1,"SANITATION","W",173024,7,3
5,"SANITATION","D",173024,7,3
3,"SANITATION","W",173024,7,3
21,"GROUNDS","N",174362,7,3
21,"GROUNDS","W",174362,7,3
6,"SANITATION","N",173024,7,3
3,"SANITATION","W",173024,7,3
3,"SANITATION","W",173024,7,3
3,"SANITATION","W",173024,7,3
7,"SANITATION","LSU",173024,7,3
1,"SANITATION","W",173024,7,3
2,"SANITATION","D",173027,7,3
3,"SANITATION","W",427105,7,3
2,"SANITATION","W",173024,7,3
1,"SANITATION","W",173024,7,3
6,"SANITATION","LSU",173024,7,3
5,"SANITATION","W",173027,7,3
21,"SANITATION","D",173024,7,3
7,"SANITATION","D",173024,7,3
17,"GROUNDS","W",174362,7,3
2,"SANITATION","D",173024,7,3
12,"SANITATION","W",173024,7,3
2,"SANITATION","W",173024,7,3
2,"SANITATION","W",173024,7,3
4,"SANITATION","W",173027,7,3
2,"SANITATION","W",173024,7,3
7,"SANITATION","LSU",173024,7,3
17,"GROUNDS","D",174362,7,3
2,"SANITATION","W",173027,7,3
1,"SANITATION","N",173024,7,3
5,"SANITATION","W",173024,7,3
2,"SANITATION","W",173024,7,3
2,"SANITATION","N",173024,7,3
2,"SANITATION","W",173027,7,3
2,"SANITATION","N",173024,7,3
6,"SANITATION","LSU",173024,7,3
5,"SANITATION","W",173024,7,3
1,"SANITATION","W",427105,7,3
1,"SANITATION","W",427105,7,3
3,"SANITATION","LSU",173024,7,3
3,"SANITATION","W",427105,7,3
56,"GROUNDS","D",174362,7,3
1,"SANITATION","LSU",427105,7,3
2,"SANITATION","W",173024,7,3
2,"SANITATION","W",173024,7,3
48,"SANITATION","D",427105,7,3
2,"SANITATION","D",427105,7,3
19,"SANITATION","N",173024,7,3
4,"SANITATION","D",173024,7,3
1,"SANITATION","D",427105,7,3
6,"SANITATION","W",173027,7,3
5,"SANITATION","W",173024,7,3
3,"SANITATION","D",173026,7,3
7,"SANITATION","W",173027,7,3
11,"SANITATION","LSU",173024,7,3
17,"SANITATION","LSU",173024,7,3
8,"SANITATION","LSU",173024,7,3
2,"SANITATION","N",173027,7,3
1,"SANITATION","W",427105,7,3
1,"SANITATION","W",427105,7,3
8,"SANITATION","W",173024,7,3
8,"SANITATION","D",173024,7,3
7,"SANITATION","W",173024,7,3
12,"SANITATION","D",173024,7,3
4,"SANITATION","LSU",173027,7,3
6,"SANITATION","N",173027,7,3
6,"SANITATION","D",173024,7,3
6,"SANITATION","D",173027,7,3
5,"SANITATION","N",173024,7,3
5,"SANITATION","W",173024,7,3
4,"SANITATION","N",173024,7,3
4,"SANITATION","D",173024,7,3
4,"SANITATION","LSU",173024,7,3
3,"SANITATION","D",173024,8,3
12,"SANITATION","N",173024,8,3
4,"SANITATION","W",173027,8,3
8,"SANITATION","LSU",173024,8,3
1,"SANITATION","W",427105,8,3
2,"SANITATION","N",173024,8,3
8,"SANITATION","W",173024,8,3
2,"SANITATION","LSU",173024,8,3
6,"SANITATION","D",173024,8,3
7,"SANITATION","N",173024,8,3
1,"SANITATION","LSU",173026,8,3
7,"SANITATION","N",173024,8,3
1,"SANITATION","W",427105,8,3
5,"SANITATION","LSU",173024,8,3
8,"SANITATION","N",173024,8,3
8,"SANITATION","N",173024,8,3
5,"SANITATION","D",173024,8,3
5,"SANITATION","W",173024,8,3
7,"SANITATION","N",173024,8,3
5,"SANITATION","W",173024,8,3
5,"SANITATION","D",173024,8,3
5,"SANITATION","D",173024,8,3
4,"SANITATION","D",173024,8,3
5,"SANITATION","N",173024,8,3
6,"SANITATION","D",173024,8,3
7,"SANITATION","D",173024,8,3
2,"SANITATION","LSU",173024,8,3
4,"SANITATION","D",173027,8,3
4,"SANITATION","D",173024,8,3
5,"SANITATION","LSU",173024,8,3
1,"SANITATION","LSU",173024,8,3
12,"SANITATION","D",173024,8,3
1,"SANITATION","D",427105,8,3
3,"SANITATION","N",173024,8,3
1,"SANITATION","D",427105,8,3
2,"SANITATION","LSU",427105,8,3
3,"SANITATION","LSU",173024,8,3
8,"SANITATION","LSU",173024,8,3
3,"SANITATION","D",173024,8,3
2,"SANITATION","D",173024,8,3
35,"SANITATION","D",173024,8,3
8,"SANITATION","LSU",173024,8,3
7,"SANITATION","D",173024,8,3
14,"SANITATION","W",173027,8,3
1,"SANITATION","D",173024,8,3
5,"SANITATION","D",173024,8,3
2,"SANITATION","D",173027,8,3
1,"SANITATION","D",173024,8,3
14,"SANITATION","D",173024,8,3
5,"SANITATION","N",173024,8,3
7,"SANITATION","N",173024,8,3
5,"SANITATION","W",173024,8,3
33,"GROUNDS","D",174362,8,3
4,"SANITATION","LSU",173024,8,3
2,"SANITATION","W",173024,8,3
13,"SANITATION","N",173024,8,3
3,"SANITATION","D",173024,8,3
3,"SANITATION","D",173024,8,3
12,"SANITATION","N",173024,8,3
11,"SANITATION","N",173024,8,3
9,"SANITATION","W",173024,8,3
10,"SANITATION","N",173024,8,3
3,"SANITATION","LSU",173024,8,3
9,"SANITATION","D",173024,8,3
1,"SANITATION","W",173024,8,3
1,"SANITATION","W",173024,8,3
1,"SANITATION","W",173024,8,3
2,"SANITATION","LSU",173024,8,3
9,"SANITATION","D",173027,8,3
2,"SANITATION","LSU",173024,8,3
28,"SANITATION","W",173023,8,3
7,"SANITATION","W",173024,8,3
1,"SANITATION","LSU",173024,8,3
6,"SANITATION","N",173027,8,3
7,"SANITATION","D",173024,8,3
6,"GROUNDS","N",174362,8,3
6,"SANITATION","N",173024,8,3
8,"SANITATION","N",173024,8,3
7,"SANITATION","N",173024,8,3
6,"SANITATION","N",173024,8,3
6,"SANITATION","D",173024,8,3
5,"SANITATION","D",173024,8,3
5,"SANITATION","LSU",173024,8,3
5,"SANITATION","W",173024,8,3
5,"SANITATION","W",173024,8,3
5,"SANITATION","W",173024,8,3
5,"SANITATION","N",173024,8,3
4,"SANITATION","W",173024,8,3
4,"SANITATION","N",173024,8,3
4,"SANITATION","W",173024,8,3
4,"SANITATION","W",173024,8,3
4,"SANITATION","W",173024,8,3
4,"SANITATION","W",173024,8,3
4,"SANITATION","N",173024,8,3
4,"SANITATION","D",173027,8,3
3,"SANITATION","W",173024,8,3
23,"GROUNDS","W",174362,8,3
3,"SANITATION","LSU",173024,8,3
3,"SANITATION","W",173024,8,3
3,"SANITATION","W",173024,8,3
3,"SANITATION","D",173024,8,3
7,"SANITATION","N",173024,8,3
7,"SANITATION","LSU",173024,8,3
7,"SANITATION","D",173024,8,3
7,"SANITATION","W",173024,8,3
7,"SANITATION","D",173024,8,3
7,"SANITATION","D",173024,8,3
7,"SANITATION","D",173024,8,3
7,"SANITATION","D",173024,8,3
7,"SANITATION","N",173024,8,3
7,"SANITATION","W",173024,8,3
6,"SANITATION","N",173024,8,3
6,"SANITATION","N",173024,8,3
6,"SANITATION","N",173024,8,3
1,"GROUNDS","LSU",174362,8,3
21,"SANITATION","LSU",173024,8,3
20,"SANITATION","D",173024,8,3
19,"GROUNDS","W",174362,8,3
20,"SANITATION","LSU",173024,8,3
20,"SANITATION","LSU",173024,8,3
20,"SANITATION","D",173024,8,3
20,"SANITATION","W",173024,8,3
20,"SANITATION","D",173024,8,3
20,"SANITATION","N",173024,8,3
20,"SANITATION","D",173024,8,3
20,"SANITATION","N",173024,8,3
20,"SANITATION","D",173024,8,3
20,"SANITATION","D",173024,8,3
20,"SANITATION","W",173024,8,3
20,"SANITATION","W",173024,8,3
20,"SANITATION","D",173024,8,3
2,"SANITATION","LSU",173023,8,3
19,"SANITATION","N",173024,8,3
10,"SANITATION","D",173024,9,3
14,"SANITATION","W",173024,9,3
8,"SANITATION","D",173024,9,3
9,"SANITATION","D",173024,9,3
1,"SANITATION","W",173024,9,3
7,"SANITATION","W",173024,9,3
7,"SANITATION","W",173024,9,3
4,"SANITATION","W",173024,9,3
2,"SANITATION","W",173024,9,3
1,"SANITATION","W",173024,9,3
1,"SANITATION","D",173024,9,3
14,"SANITATION","N",173024,9,3
3,"SANITATION","N",173024,9,3
5,"SANITATION","W",173024,9,3
4,"SANITATION","W",173024,9,3
4,"SANITATION","W",173024,9,3
2,"SANITATION","D",173024,9,3
2,"SANITATION","N",173024,9,3
2,"SANITATION","N",173024,9,3
1,"SANITATION","D",173024,9,3
1,"SANITATION","D",173024,9,3
1,"SANITATION","W",173024,9,3
1,"SANITATION","W",173024,9,3
42,"BLIGHT","W",173034,9,3
1,"SANITATION","D",173024,9,3
2,"SANITATION","W",173024,9,3
2,"SANITATION","N",173024,9,3
2,"SANITATION","D",173024,9,3
2,"SANITATION","D",173024,9,3
1,"SANITATION","N",173024,9,3
16,"GROUNDS","N",174362,9,3
1,"SANITATION","D",173024,9,3
1,"SANITATION","D",173024,9,3
1,"SANITATION","W",173024,9,3
1,"SANITATION","LSU",173024,9,3
3,"SANITATION","LSU",173024,9,3
4,"SANITATION","W",173024,9,3
1,"SANITATION","N",173024,9,3
1,"SANITATION","N",173024,9,3
1,"SANITATION","W",173024,9,3
2,"SANITATION","D",173024,9,3
2,"SANITATION","D",173024,9,3
2,"SANITATION","D",173024,9,3
1,"SANITATION","D",173024,9,3
1,"SANITATION","W",173024,9,3
1,"SANITATION","W",173024,9,3
7,"SANITATION","LSU",173024,9,3
6,"SANITATION","D",173024,9,3
6,"SANITATION","D",173024,9,3
6,"SANITATION","LSU",173024,9,3
6,"SANITATION","D",173024,9,3
6,"SANITATION","D",173024,9,3
6,"SANITATION","W",173024,9,3
5,"GROUNDS","N",174362,10,3
18,"GROUNDS","N",174362,10,3
5,"SANITATION","N",173024,10,3
5,"SANITATION","D",173024,10,3
4,"SANITATION","W",173024,10,3
4,"SANITATION","D",173024,10,3
4,"SANITATION","D",173024,10,3
3,"SANITATION","D",173024,10,3
2,"SANITATION","D",173027,10,3
2,"SANITATION","W",173024,10,3
2,"SANITATION","D",173024,10,3
2,"SANITATION","W",173024,10,3
2,"SANITATION","D",173024,10,3
2,"SANITATION","W",173024,10,3
2,"SANITATION","LSU",173024,10,3
1,"SANITATION","D",173024,10,3
1,"SANITATION","LSU",173024,10,3
10,"SANITATION","D",173024,10,3
20,"SANITATION","D",173024,10,3
1,"GROUNDS","W",174362,10,3
10,"SANITATION","D",173024,10,3
13,"SANITATION","W",173024,10,3
9,"SANITATION","W",173024,10,3
19,"SANITATION","LSU",173024,10,3
19,"SANITATION","LSU",173024,10,3
19,"SANITATION","D",173024,10,3
9,"SANITATION","N",173024,10,3
19,"SANITATION","D",173024,10,3
10,"SANITATION","D",173024,10,3
18,"SANITATION","LSU",173024,10,3
10,"SANITATION","LSU",173024,10,3
17,"SANITATION","N",173024,10,3
7,"SANITATION","D",173024,10,3
7,"SANITATION","D",173024,10,3
7,"SANITATION","D",173024,10,3
7,"SANITATION","LSU",173024,10,3
14,"SANITATION","W",173024,10,3
12,"SANITATION","N",173024,10,3
12,"SANITATION","N",173024,10,3
12,"SANITATION","D",173024,10,3
11,"SANITATION","LSU",173024,10,3
11,"SANITATION","D",173024,10,3
10,"SANITATION","D",173024,10,3
10,"SANITATION","W",173024,10,3
8,"SANITATION","D",173024,10,3
6,"SANITATION","W",173024,10,3
6,"SANITATION","W",173024,10,3
5,"SANITATION","W",173024,10,3
4,"SANITATION","N",173024,10,3
4,"SANITATION","W",173024,10,3
47,"GROUNDS","W",174362,10,3
4,"SANITATION","W",173024,10,3
1,"SANITATION","LSU",173024,10,3
1,"SANITATION","D",173024,10,3
1,"SANITATION","W",173024,10,3
3,"GROUNDS","W",173021,10,3
2,"SANITATION","LSU",173024,10,3
2,"SANITATION","LSU",173024,10,3
1,"SANITATION","LSU",173024,10,3
1,"SANITATION","W",173024,10,3
2,"SANITATION","W",173024,10,3
1,"SANITATION","W",173024,10,3
2,"SANITATION","LSU",173024,10,3
2,"SANITATION","W",173024,10,3
2,"SANITATION","D",173024,10,3
8,"GROUNDS","N",174362,10,3
1,"SANITATION","N",173024,10,3
2,"SANITATION","W",173024,10,3
1,"SANITATION","W",173024,10,3
1,"SANITATION","W",173024,10,3
1,"SANITATION","D",173024,10,3
3,"SANITATION","D",173024,10,3
2,"SANITATION","N",173024,11,3
2,"SANITATION","LSU",173024,11,3
2,"GROUNDS","W",173021,11,3
1,"GROUNDS","W",174362,11,3
13,"GROUNDS","W",173021,11,3
29,"GROUNDS","N",174362,11,3
3,"SANITATION","W",173024,11,3
1,"SANITATION","N",173024,11,3
1,"SANITATION","W",173024,11,3
1,"SANITATION","W",427105,11,3
